City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Property_Age_years,Parking,Furnishing,Distance_to_CityCenter_km,Market_Price_INR_Log
Pune,Mid,3,3,1145.9,7,1,Semi-Furnished,8.23,16.10580766191007
Bangalore,Premium,4,4,1765.3,4,1,Unfurnished,0.5,16.851197361900276
Bangalore,Mid,2,3,1129.1,5,1,Fully-Furnished,14.7,16.16978779079645
Bangalore,Mid,2,2,671.0,16,1,Semi-Furnished,20.02,15.492721878642175
Pune,Mid,3,3,1300.7,8,1,Unfurnished,14.24,16.138705795262116
Mumbai,Mid,1,1,447.7,12,1,Unfurnished,9.86,15.797517727840573
Bangalore,Budget,1,1,484.1,8,0,Unfurnished,15.11,14.907846860432862
Pune,Budget,2,1,1036.9,3,1,Unfurnished,27.16,15.626347882100522
Mumbai,Budget,1,1,606.4,2,1,Unfurnished,19.38,15.686540282755383
Pune,Premium,3,2,1180.0,6,1,Fully-Furnished,4.05,16.446971320877427
Nagpur,Mid,2,2,1081.4,20,1,Semi-Furnished,22.44,15.462530148759999
Mumbai,Mid,2,3,931.5,0,1,Unfurnished,28.87,16.50494760406756
Pune,Mid,1,1,481.1,5,1,Unfurnished,12.21,15.045953418681263
Pune,Mid,3,5,1110.1,13,1,Unfurnished,20.82,15.993280560760258
Nagpur,Mid,2,3,851.5,14,1,Semi-Furnished,5.99,15.340355040544342
Mumbai,Premium,3,4,1537.5,23,1,Semi-Furnished,11.29,17.145268649524827
Bangalore,Budget,2,3,858.6,3,0,Semi-Furnished,22.19,15.717210240009962
Pune,Budget,2,2,860.4,5,1,Semi-Furnished,19.66,15.456914663809181
Bangalore,Mid,1,1,597.8,7,1,Semi-Furnished,10.73,15.41342796346369
Pune,Budget,2,2,1002.7,7,0,Semi-Furnished,18.4,15.717806574058582
Pune,Budget,3,4,998.2,7,0,Unfurnished,17.95,15.648415969235918
Pune,Premium,3,3,1239.1,13,0,Semi-Furnished,7.21,16.49914039441328
Nagpur,Budget,2,2,897.6,3,0,Semi-Furnished,28.9,14.996993244925536
Pune,Mid,4,4,1982.4,16,1,Unfurnished,6.9,16.573348520708144
Mumbai,Budget,3,3,1460.6,2,1,Unfurnished,13.85,16.68643448228419
Nagpur,Premium,2,1,1036.0,7,1,Fully-Furnished,6.67,15.880426233225046
Pune,Budget,2,2,844.7,10,0,Unfurnished,8.61,15.399126535363393
Nagpur,Premium,2,3,970.4,6,1,Fully-Furnished,8.85,15.718595218750155
Nagpur,Mid,3,4,1230.4,14,1,Semi-Furnished,13.56,15.845038379522014
Mumbai,Premium,3,3,1425.6,10,1,Semi-Furnished,4.54,17.246230139256358
Nagpur,Budget,1,1,530.4,5,1,Unfurnished,18.31,14.28271966115679
Mumbai,Mid,3,3,1269.7,10,0,Semi-Furnished,5.78,16.819163728224698
Hyderabad,Mid,2,3,1025.4,4,1,Semi-Furnished,14.5,15.896252004401715
Bangalore,Premium,4,4,2176.0,3,1,Semi-Furnished,3.69,17.089661606805176
Nagpur,Budget,1,1,559.1,10,0,Unfurnished,16.16,14.309348504741266
Hyderabad,Mid,3,3,1332.1,10,0,Unfurnished,15.32,16.070328867955702
Pune,Mid,3,4,1269.8,4,1,Unfurnished,22.01,16.220004737280455
Mumbai,Budget,2,2,880.0,10,0,Unfurnished,17.02,16.107490514766923
Mumbai,Budget,2,2,797.9,9,1,Unfurnished,27.51,15.9420966247778
Mumbai,Premium,2,2,939.3,8,0,Fully-Furnished,0.5,16.709176993555513
Mumbai,Budget,2,2,812.5,1,0,Semi-Furnished,20.23,16.142925327325756
Bangalore,Mid,2,2,804.7,6,0,Semi-Furnished,6.25,15.754393790252898
Pune,Mid,3,2,1455.5,4,1,Unfurnished,7.42,16.304204360760185
Hyderabad,Mid,1,2,521.0,5,0,Semi-Furnished,19.04,14.919819257897242
Pune,Premium,2,4,841.7,7,1,Semi-Furnished,2.44,16.208836224177364
Hyderabad,Mid,3,3,1134.2,4,1,Fully-Furnished,14.97,16.077376047029304
Hyderabad,Budget,1,1,476.7,11,0,Unfurnished,30.12,14.23100454169567
Mumbai,Budget,2,2,951.2,17,1,Fully-Furnished,25.03,16.137756797658355
Hyderabad,Mid,2,2,1100.4,4,0,Unfurnished,24.13,15.728954036739093
Mumbai,Budget,2,1,929.7,11,0,Unfurnished,21.3,16.100137972696537
Hyderabad,Premium,3,3,1219.3,5,0,Semi-Furnished,14.92,16.264170753768436
Bangalore,Budget,2,2,1046.1,8,1,Fully-Furnished,23.61,15.907514116085425
Pune,Mid,2,1,887.8,16,1,Unfurnished,11.5,15.788377931140854
Nagpur,Premium,4,4,1602.6,10,0,Semi-Furnished,5.43,16.20587655678467
Hyderabad,Mid,2,2,851.3,8,0,Unfurnished,12.05,15.503372145068088
Mumbai,Mid,3,3,1288.9,9,1,Fully-Furnished,24.64,16.882480395131086
Hyderabad,Mid,2,3,841.4,3,1,Fully-Furnished,0.5,15.8554374532967
Bangalore,Budget,1,1,474.7,2,0,Unfurnished,13.53,14.83410983296242
Pune,Mid,4,5,1752.6,10,1,Unfurnished,12.08,16.498923539941867
Pune,Mid,2,1,931.9,14,1,Unfurnished,19.01,15.7634415209419
Hyderabad,Budget,2,2,789.3,15,1,Fully-Furnished,13.07,15.43983570358083
Bangalore,Mid,1,1,463.0,4,0,Semi-Furnished,17.43,15.004212757846824
Mumbai,Mid,2,2,1082.0,17,1,Semi-Furnished,18.29,16.515052802158376
Mumbai,Mid,2,3,811.4,5,1,Semi-Furnished,16.69,16.38199934528002
Nagpur,Premium,2,2,764.3,4,1,Semi-Furnished,9.79,15.539341053850706
Nagpur,Mid,3,4,944.9,6,1,Unfurnished,12.91,15.456210675394269
Mumbai,Budget,2,2,1055.6,3,0,Unfurnished,14.92,16.38231580757671
Hyderabad,Mid,2,2,775.5,9,0,Unfurnished,19.05,15.335057679144239
Nagpur,Mid,2,2,893.2,8,1,Unfurnished,16.11,15.229075182286673
Mumbai,Premium,3,3,912.4,5,1,Fully-Furnished,3.37,16.82023384098364
Pune,Mid,2,2,1064.5,5,1,Unfurnished,14.45,15.914897118762877
Pune,Budget,1,1,592.4,9,0,Unfurnished,14.72,14.96618890902448
Pune,Premium,3,2,1486.3,13,1,Unfurnished,11.08,16.51976563334508
Mumbai,Mid,3,2,1290.9,3,1,Unfurnished,17.37,16.82133825085549
Mumbai,Mid,4,5,1552.3,13,1,Semi-Furnished,6.75,17.129042712559784
Bangalore,Mid,1,1,540.6,7,1,Unfurnished,10.73,15.255984818216579
Nagpur,Mid,2,3,1051.9,5,0,Fully-Furnished,13.14,15.53436648326979
Bangalore,Mid,2,2,1007.0,6,1,Semi-Furnished,15.04,16.064065351228656
Pune,Premium,2,3,973.3,3,1,Unfurnished,7.76,16.114260205030224
Pune,Mid,2,2,799.0,0,1,Unfurnished,10.92,15.646973956911012
Pune,Premium,2,2,962.9,11,1,Fully-Furnished,15.58,16.041250567098885
Pune,Mid,4,4,1787.6,7,1,Unfurnished,24.99,16.4738794279257
Hyderabad,Mid,1,2,579.8,1,1,Semi-Furnished,7.09,15.385592484096094
Pune,Mid,3,3,1551.6,11,1,Fully-Furnished,18.49,16.374007063564044
Pune,Mid,2,1,804.9,12,1,Semi-Furnished,13.02,15.641131694739316
Hyderabad,Premium,3,4,1105.0,9,1,Semi-Furnished,4.35,16.164871024895596
Nagpur,Mid,1,1,535.3,1,1,Unfurnished,13.26,14.493097300406163
Hyderabad,Mid,2,2,975.2,17,1,Semi-Furnished,24.34,15.604574564360849
Pune,Mid,3,4,1313.3,14,0,Semi-Furnished,20.86,16.1292940145757
Bangalore,Mid,2,2,962.9,1,1,Semi-Furnished,10.27,16.16563465179686
Pune,Premium,3,2,1013.8,6,1,Fully-Furnished,0.88,16.32661397309035
Nagpur,Mid,3,3,1282.7,6,1,Unfurnished,10.39,15.659922247821223
Nagpur,Mid,4,5,1560.3,3,0,Semi-Furnished,19.99,15.868819472605432
Pune,Budget,3,3,1165.4,8,0,Fully-Furnished,22.96,15.864592242894057
Nagpur,Mid,2,2,1015.4,4,0,Unfurnished,11.92,15.501999322316209
Bangalore,Premium,3,3,1258.9,2,1,Fully-Furnished,7.56,16.619261347499926
Mumbai,Premium,1,1,517.2,1,0,Semi-Furnished,6.12,16.150518503230046
Hyderabad,Budget,2,3,886.0,9,0,Unfurnished,27.26,15.265734895721085
Bangalore,Mid,1,1,550.9,2,1,Fully-Furnished,11.77,15.470354820683607
Mumbai,Mid,2,2,1018.8,4,1,Semi-Furnished,4.83,16.602254434127648
Nagpur,Premium,3,3,1262.4,6,1,Fully-Furnished,8.17,15.993386145095448
Hyderabad,Budget,1,1,564.1,12,1,Unfurnished,25.87,14.31396132809565
Nagpur,Mid,3,3,1314.0,11,0,Unfurnished,7.63,15.73347160137818
Bangalore,Budget,2,1,875.6,4,0,Semi-Furnished,22.47,15.517465115551985
Pune,Premium,3,4,1228.5,4,1,Unfurnished,3.59,16.52958279018421
Hyderabad,Budget,1,1,510.7,12,0,Unfurnished,17.16,14.337370479334588
Nagpur,Mid,4,4,1817.9,0,0,Fully-Furnished,6.29,16.106066186203428
Bangalore,Premium,1,1,655.6,3,1,Semi-Furnished,12.63,15.90861816710457
Mumbai,Budget,3,4,1444.0,7,0,Unfurnished,8.21,16.665295826014187
Mumbai,Mid,3,5,974.1,18,1,Unfurnished,12.02,16.438224850422817
Hyderabad,Mid,2,2,851.7,5,1,Unfurnished,10.56,15.527821615112401
Hyderabad,Mid,2,3,783.7,16,0,Unfurnished,12.57,15.409766403851195
Pune,Mid,3,4,1239.5,8,1,Unfurnished,8.46,16.229268800480675
Hyderabad,Budget,1,1,547.5,7,1,Unfurnished,17.76,14.519650100531722
Bangalore,Premium,2,2,848.7,3,0,Fully-Furnished,1.68,16.19898885839284
Mumbai,Mid,3,3,1260.0,7,1,Unfurnished,15.26,16.860357038418275
Mumbai,Budget,2,3,837.7,18,1,Unfurnished,9.81,16.231810511689993
Mumbai,Mid,1,3,539.7,11,0,Semi-Furnished,17.51,15.8032965460506
Hyderabad,Premium,4,4,1575.3,2,1,Unfurnished,20.46,16.577894702657936
Mumbai,Mid,1,1,596.4,3,1,Fully-Furnished,7.34,15.98626133177542
Pune,Budget,2,3,838.1,15,0,Semi-Furnished,19.5,15.358995402594573
Hyderabad,Mid,1,1,578.3,7,1,Semi-Furnished,16.97,15.217381964504318
Nagpur,Mid,1,1,486.8,17,1,Semi-Furnished,20.68,14.282796121614236
Pune,Mid,2,2,1211.0,8,1,Unfurnished,13.46,16.142251241329287
Bangalore,Budget,2,3,870.1,5,1,Unfurnished,32.61,15.55289514748894
Mumbai,Premium,3,3,1264.1,10,1,Unfurnished,6.05,16.934898677305725
Bangalore,Premium,3,4,1291.5,4,0,Fully-Furnished,12.47,16.565778003772348
Pune,Mid,2,3,950.5,9,0,Semi-Furnished,20.72,15.829000180129476
Mumbai,Budget,1,1,547.5,10,1,Semi-Furnished,23.99,15.445124165351062
Hyderabad,Budget,1,2,488.7,3,1,Unfurnished,20.88,14.523688212876284
Nagpur,Mid,2,1,787.5,15,1,Semi-Furnished,7.51,15.232595244243365
Pune,Mid,3,2,1113.1,7,1,Unfurnished,0.5,16.08454693358102
Mumbai,Budget,2,2,867.5,14,1,Unfurnished,18.63,16.068950678851994
Bangalore,Premium,2,3,926.4,8,1,Unfurnished,25.41,16.171369273201645
Hyderabad,Budget,2,3,1056.4,12,1,Semi-Furnished,21.43,15.536101755522981
Pune,Premium,3,3,1353.5,9,1,Unfurnished,14.73,16.409294856041463
Nagpur,Mid,1,1,604.2,6,0,Unfurnished,16.24,14.72504612500136
Mumbai,Budget,3,3,1260.4,10,1,Semi-Furnished,21.99,16.59752837375151
Mumbai,Premium,3,4,1077.7,0,1,Fully-Furnished,6.92,16.839196170936496
Mumbai,Mid,3,3,1420.9,13,1,Fully-Furnished,17.16,16.816600404061862
Mumbai,Budget,1,2,488.5,15,0,Semi-Furnished,22.53,15.46828263477589
Hyderabad,Mid,3,3,1123.7,12,1,Unfurnished,21.37,15.98492168016529
Mumbai,Mid,3,3,1095.1,9,1,Unfurnished,10.37,16.74278469203667
Bangalore,Premium,2,2,726.5,1,1,Fully-Furnished,20.71,15.919658614576868
Pune,Mid,2,2,820.2,10,0,Fully-Furnished,18.65,15.623789820901615
Mumbai,Mid,3,3,1384.2,16,1,Semi-Furnished,18.99,16.77446213909174
Mumbai,Premium,4,3,1661.7,13,0,Fully-Furnished,3.85,17.265957934565424
Nagpur,Budget,1,1,508.1,6,1,Semi-Furnished,21.14,14.261551230231227
Mumbai,Premium,2,3,840.7,1,1,Unfurnished,6.06,16.62831463075306
Bangalore,Mid,2,3,1028.0,7,1,Unfurnished,3.78,16.21391015811368
Mumbai,Mid,2,2,639.2,12,1,Unfurnished,3.26,16.140860650798835
Bangalore,Mid,2,3,927.3,3,1,Semi-Furnished,8.74,16.110010352849873
Pune,Premium,3,4,1586.7,3,0,Fully-Furnished,8.85,16.726058185040042
Mumbai,Budget,1,1,566.9,14,0,Fully-Furnished,14.6,15.651160429331323
Mumbai,Mid,2,2,828.8,14,1,Unfurnished,16.52,16.260071835740575
Nagpur,Budget,3,3,1105.8,8,1,Fully-Furnished,15.01,15.361674642532359
Mumbai,Premium,1,2,612.9,0,1,Semi-Furnished,10.17,16.381216244721305
Hyderabad,Budget,2,2,817.4,3,1,Unfurnished,17.13,15.408224806226718
Bangalore,Mid,4,4,1769.1,19,1,Semi-Furnished,21.11,16.719591963259266
Mumbai,Premium,2,2,724.8,12,1,Semi-Furnished,8.29,16.43918068080831
Hyderabad,Mid,2,3,844.2,2,0,Semi-Furnished,13.61,15.636504019407255
Pune,Mid,2,3,908.1,18,0,Unfurnished,6.05,15.740434310773905
Nagpur,Premium,2,2,833.2,5,1,Semi-Furnished,17.91,15.60669319418949
Pune,Mid,3,3,1391.3,10,0,Semi-Furnished,10.09,16.299492530369886
Pune,Premium,3,3,1169.8,7,0,Fully-Furnished,16.61,16.308689068055262
Hyderabad,Premium,5,6,2549.0,10,0,Semi-Furnished,0.5,17.045807394081116
Bangalore,Budget,2,1,883.3,10,0,Semi-Furnished,22.72,15.679766797294947
Mumbai,Mid,2,4,930.0,4,1,Semi-Furnished,16.71,16.50962490455467
Hyderabad,Mid,1,2,486.1,3,1,Semi-Furnished,4.67,15.25209823866352
Pune,Premium,4,4,1686.8,10,1,Fully-Furnished,7.97,16.797379579163092
Nagpur,Premium,4,4,1515.5,6,1,Fully-Furnished,0.5,16.247959112440427
Bangalore,Mid,1,1,463.7,1,0,Semi-Furnished,8.39,15.235903401367741
Mumbai,Mid,2,1,818.2,6,1,Unfurnished,16.8,16.397446212560503
Nagpur,Budget,3,3,1055.2,5,0,Unfurnished,9.69,15.444168378927339
Hyderabad,Budget,2,2,936.2,7,1,Semi-Furnished,15.19,15.4003690564008
Hyderabad,Mid,3,3,1251.5,7,1,Fully-Furnished,17.12,16.137392758343974
Mumbai,Mid,2,2,876.2,2,1,Unfurnished,13.12,16.36962753337214
Pune,Premium,3,3,1171.3,6,1,Fully-Furnished,11.32,16.39241835814653
Hyderabad,Budget,2,2,840.6,5,0,Semi-Furnished,24.08,15.213119912421178
Pune,Budget,1,1,549.9,11,1,Semi-Furnished,26.07,14.84934856437201
Mumbai,Mid,1,1,635.4,2,1,Fully-Furnished,17.22,16.04280750575118
Mumbai,Budget,2,3,948.4,6,0,Fully-Furnished,22.28,16.34914332225152
Nagpur,Premium,3,3,1266.2,5,1,Unfurnished,12.07,16.074753608783613
Mumbai,Mid,3,4,1477.4,9,0,Unfurnished,24.06,16.8941756817802
Pune,Mid,3,4,1204.0,12,1,Fully-Furnished,6.48,16.223678881813274
Mumbai,Mid,4,3,1779.1,7,1,Semi-Furnished,22.29,17.158003389957788
Hyderabad,Budget,2,1,1010.4,3,1,Unfurnished,12.29,15.619893679225857
Hyderabad,Mid,2,2,902.1,13,1,Unfurnished,18.45,15.507940363408037
Mumbai,Budget,1,1,573.6,2,0,Unfurnished,14.72,15.705828259691117
Mumbai,Mid,2,2,846.3,4,1,Unfurnished,6.75,16.34721944492256
Nagpur,Premium,3,3,959.2,4,1,Semi-Furnished,8.31,15.839202575206164
Pune,Mid,2,2,837.7,9,1,Unfurnished,12.02,15.75305855576985
Nagpur,Budget,2,2,881.9,23,0,Semi-Furnished,26.24,14.862287651056938
Hyderabad,Budget,2,1,1045.8,15,0,Fully-Furnished,18.38,15.557113630151656
Pune,Budget,1,1,521.4,17,0,Semi-Furnished,15.4,14.88257473035042
Mumbai,Premium,2,2,749.6,10,1,Fully-Furnished,5.12,16.593397096957837
Pune,Mid,3,3,1063.0,9,0,Unfurnished,11.88,16.041370318040826
Pune,Premium,2,2,854.2,3,1,Fully-Furnished,8.44,16.067719935466464
Hyderabad,Premium,3,3,1334.3,11,1,Fully-Furnished,1.59,16.47466731956434
Hyderabad,Budget,2,1,925.8,2,0,Semi-Furnished,25.69,15.336178457004774
Bangalore,Mid,3,3,1179.4,5,0,Fully-Furnished,12.95,16.198641831867935
Mumbai,Premium,2,2,949.7,2,1,Fully-Furnished,19.43,16.656347941501956
Mumbai,Budget,2,2,989.5,2,0,Semi-Furnished,18.81,16.36059984955699
Hyderabad,Mid,2,2,869.4,14,0,Fully-Furnished,17.9,15.556466262088572
Nagpur,Mid,3,3,1307.4,5,0,Fully-Furnished,17.86,15.777143735541964
Hyderabad,Budget,2,3,834.8,8,1,Unfurnished,27.21,15.245281945884836
Hyderabad,Premium,2,2,964.8,4,1,Fully-Furnished,12.23,16.142827287177504
Pune,Mid,2,2,817.0,4,1,Semi-Furnished,15.06,15.78141645292207
Mumbai,Mid,2,2,815.1,6,1,Semi-Furnished,8.07,16.398926960429495
Mumbai,Mid,2,2,852.7,9,0,Semi-Furnished,9.54,16.403175490537116
Bangalore,Budget,3,2,1429.2,9,0,Unfurnished,12.72,16.219113962879884
Bangalore,Premium,2,2,931.4,5,1,Fully-Furnished,9.84,16.3052342538011
Nagpur,Mid,3,4,1079.8,3,1,Semi-Furnished,10.14,15.733770363939373
Hyderabad,Mid,2,1,903.6,11,1,Semi-Furnished,14.87,15.734166226360035
Mumbai,Mid,4,4,1663.3,9,0,Semi-Furnished,17.09,16.99783031794857
Mumbai,Premium,1,1,555.4,7,1,Semi-Furnished,7.87,16.165497423186128
Pune,Budget,3,3,1280.0,15,1,Unfurnished,20.04,16.043727429558086
Bangalore,Mid,2,2,937.5,4,0,Fully-Furnished,18.25,15.869359253840386
Pune,Budget,3,1,1337.0,8,1,Unfurnished,22.15,15.968182231251397
Pune,Budget,1,1,407.6,3,1,Unfurnished,28.25,14.160119600808368
Mumbai,Budget,1,1,595.7,15,0,Semi-Furnished,26.72,15.508563068193414
Mumbai,Mid,4,5,1669.0,9,1,Semi-Furnished,14.65,17.036695514734138
Mumbai,Premium,3,3,1160.0,11,1,Semi-Furnished,0.5,17.016570986883472
Pune,Budget,1,1,542.7,17,0,Semi-Furnished,16.42,14.955032517308972
Bangalore,Premium,3,3,1381.7,5,1,Semi-Furnished,4.01,16.622791184052492
Mumbai,Mid,1,1,580.5,1,0,Unfurnished,13.31,15.834541712690248
Nagpur,Mid,2,1,840.9,14,0,Unfurnished,23.26,14.911617377230243
Pune,Budget,2,2,777.3,4,1,Semi-Furnished,15.65,15.481576032250224
Mumbai,Mid,2,3,919.1,13,0,Unfurnished,6.45,16.48420352459459
Pune,Premium,3,4,1256.2,7,1,Unfurnished,0.5,16.392102036025193
Pune,Mid,1,1,542.2,3,1,Unfurnished,9.67,15.218905123613252
Nagpur,Mid,4,4,1882.3,7,1,Fully-Furnished,26.8,16.08963331437854
Pune,Mid,2,3,910.9,8,1,Semi-Furnished,13.5,15.944421080984073
Bangalore,Budget,1,2,618.5,16,0,Unfurnished,18.13,15.091144550651213
Pune,Mid,3,3,1327.3,7,1,Unfurnished,7.42,16.27378323485752
Nagpur,Mid,2,2,703.9,12,0,Unfurnished,26.98,14.84715684822112
Bangalore,Budget,2,1,949.4,16,0,Unfurnished,19.97,15.52144703470313
Mumbai,Premium,4,4,1736.6,7,1,Fully-Furnished,0.5,17.359892973056375
Bangalore,Budget,1,1,642.0,12,1,Semi-Furnished,19.73,15.1289027196942
Pune,Premium,3,2,1455.4,12,1,Semi-Furnished,2.45,16.549439594645357
Bangalore,Mid,3,4,1188.2,16,1,Semi-Furnished,19.03,16.21856893352405
Nagpur,Mid,4,4,1439.3,8,1,Unfurnished,4.08,15.886414255761375
Bangalore,Mid,3,4,1349.0,14,1,Unfurnished,19.0,16.24957731933263
Nagpur,Mid,2,2,1102.7,10,1,Semi-Furnished,18.77,15.431741346485966
Pune,Budget,2,2,988.6,13,0,Semi-Furnished,26.21,15.462974431658226
Mumbai,Mid,1,1,605.5,1,0,Semi-Furnished,21.11,15.907207074743607
Nagpur,Premium,4,4,1744.0,6,0,Fully-Furnished,10.08,16.30506099200977
Pune,Mid,3,3,1427.9,24,0,Fully-Furnished,20.8,16.368226312196743
Pune,Mid,2,2,1076.0,3,0,Unfurnished,9.32,16.04515338372192
Mumbai,Budget,2,3,633.9,2,0,Unfurnished,15.24,15.872609732437128
Nagpur,Budget,1,2,531.2,3,1,Unfurnished,18.71,14.283532224418698
Pune,Mid,2,1,956.5,12,1,Unfurnished,1.71,15.831652943509686
Hyderabad,Mid,1,1,598.8,8,1,Unfurnished,4.1,15.212790357592867
Mumbai,Premium,1,1,500.3,2,1,Fully-Furnished,0.5,16.233356575431152
Mumbai,Premium,4,5,1662.6,0,1,Fully-Furnished,13.36,17.215717515985485
Pune,Premium,2,1,979.2,8,1,Semi-Furnished,12.25,16.12279857485518
Mumbai,Budget,3,3,1441.7,7,1,Unfurnished,15.07,16.772827314107868
Mumbai,Premium,3,3,1457.9,4,1,Fully-Furnished,0.61,17.09413170994731
Mumbai,Budget,2,2,894.2,13,0,Semi-Furnished,18.51,16.06637142162638
Hyderabad,Mid,2,2,963.3,8,1,Semi-Furnished,23.32,15.714409359816752
Bangalore,Premium,2,2,1013.4,7,1,Fully-Furnished,4.98,16.366068468939943
Nagpur,Budget,2,3,685.2,1,0,Fully-Furnished,20.86,14.793202269034998
Bangalore,Mid,2,2,994.1,8,0,Fully-Furnished,8.4,16.154672873166184
Mumbai,Mid,3,3,1530.3,8,0,Fully-Furnished,18.35,16.98403475020545
Nagpur,Mid,2,2,1011.0,9,1,Unfurnished,14.35,15.356894015603572
Nagpur,Budget,2,3,718.1,5,0,Unfurnished,18.72,14.597797099748512
Hyderabad,Budget,2,2,899.9,8,1,Semi-Furnished,21.91,15.37285464514516
Mumbai,Budget,2,3,904.5,3,1,Unfurnished,10.22,16.22950928944743
Nagpur,Mid,3,4,1259.5,4,0,Fully-Furnished,16.71,15.739866503752326
Nagpur,Budget,2,2,735.1,10,1,Unfurnished,21.67,14.661451355100393
Nagpur,Budget,2,3,882.3,3,1,Fully-Furnished,26.33,15.126497420093392
Hyderabad,Mid,4,3,1545.9,2,0,Unfurnished,15.01,16.23037592973635
Bangalore,Budget,2,3,1016.5,10,0,Unfurnished,21.33,15.74580295376731
Mumbai,Mid,3,3,1179.6,10,1,Semi-Furnished,18.82,16.653894101709497
Mumbai,Premium,2,2,1080.5,4,1,Unfurnished,11.19,16.892204885694042
Pune,Budget,2,3,856.1,15,0,Fully-Furnished,16.06,15.561386808759053
Mumbai,Budget,2,3,851.0,7,1,Unfurnished,18.58,16.221813387993944
Hyderabad,Mid,2,2,1012.1,5,1,Unfurnished,9.85,15.84687232059141
Pune,Mid,2,2,920.8,3,0,Fully-Furnished,6.55,15.898112724602681
Hyderabad,Budget,2,2,1070.4,5,1,Unfurnished,17.56,15.55358949966491
Bangalore,Premium,3,3,1370.3,11,1,Unfurnished,11.26,16.63871658366121
Nagpur,Mid,1,1,516.0,6,1,Semi-Furnished,11.6,14.755667414640378
Pune,Budget,3,4,1530.2,8,0,Semi-Furnished,21.46,16.12360226170971
Bangalore,Mid,3,3,1097.7,10,1,Semi-Furnished,1.67,16.28531659862216
Hyderabad,Premium,5,5,2277.1,8,0,Unfurnished,7.09,16.881259678563254
Mumbai,Budget,2,4,833.5,12,1,Semi-Furnished,5.99,16.29856482648629
Pune,Mid,2,2,1039.4,5,1,Fully-Furnished,16.95,16.02579525720037
Bangalore,Budget,1,1,515.2,9,0,Fully-Furnished,20.79,14.952510841377036
Mumbai,Premium,4,4,1544.5,11,1,Fully-Furnished,16.02,17.140042782712246
Bangalore,Mid,2,2,927.9,12,1,Unfurnished,8.69,15.995555405200081
Pune,Budget,2,2,945.4,10,1,Semi-Furnished,27.58,15.621739997059272
Pune,Budget,1,1,517.2,4,1,Fully-Furnished,19.83,14.943364446467005
Pune,Premium,1,1,483.2,8,1,Unfurnished,14.68,15.352289601633146
Mumbai,Premium,1,2,651.8,11,1,Fully-Furnished,10.46,16.31851920679308
Pune,Budget,1,1,474.7,20,0,Fully-Furnished,20.21,14.55125256065655
Hyderabad,Budget,2,3,755.8,4,1,Semi-Furnished,17.38,15.341439896877922
Bangalore,Budget,2,2,977.5,1,0,Fully-Furnished,23.53,15.7399308743354
Hyderabad,Premium,2,3,759.4,7,0,Semi-Furnished,11.71,15.774464127693847
Pune,Premium,3,4,1240.5,3,1,Semi-Furnished,17.03,16.45106490214105
Hyderabad,Mid,2,3,1058.4,1,0,Unfurnished,26.0,15.787695481964898
Bangalore,Mid,4,5,1900.3,12,0,Semi-Furnished,14.82,16.778008074726834
Nagpur,Mid,2,2,832.5,3,1,Unfurnished,17.19,15.223813444929506
Hyderabad,Mid,2,3,869.1,10,1,Semi-Furnished,5.96,15.684933599273572
Nagpur,Mid,2,3,1041.2,2,0,Semi-Furnished,22.25,15.253133287856603
Mumbai,Mid,3,4,1110.4,24,0,Semi-Furnished,11.97,16.58026378775287
Pune,Premium,4,5,1388.7,12,1,Semi-Furnished,2.84,16.57769408341506
Nagpur,Mid,2,2,1021.9,1,0,Semi-Furnished,5.85,15.635223334196102
Pune,Mid,3,4,1336.5,0,0,Fully-Furnished,16.16,16.267349187902745
Pune,Mid,2,1,1029.1,6,1,Unfurnished,9.97,16.023687823911263
Bangalore,Budget,2,2,817.5,10,1,Semi-Furnished,25.63,15.467534284473956
Hyderabad,Mid,3,3,1097.4,10,0,Unfurnished,19.96,15.768428239667793
Mumbai,Budget,1,2,528.4,2,0,Semi-Furnished,24.45,15.418413765647296
Hyderabad,Mid,2,2,787.4,13,1,Semi-Furnished,13.32,15.4779531694971
Bangalore,Mid,2,2,917.6,6,1,Semi-Furnished,22.2,15.958142955275825
Nagpur,Budget,3,3,1048.0,15,1,Semi-Furnished,30.91,15.189258794571884
Mumbai,Premium,3,2,1428.3,17,1,Fully-Furnished,0.78,17.181220752184192
Hyderabad,Budget,2,2,783.4,15,1,Unfurnished,21.82,15.161862225365626
Nagpur,Premium,4,3,1537.0,0,1,Fully-Furnished,8.32,16.267703657020494
Mumbai,Budget,1,1,507.6,12,1,Unfurnished,11.55,15.530129589965684
Pune,Mid,3,3,977.6,8,1,Unfurnished,16.83,15.881261813870013
Bangalore,Budget,2,3,825.9,18,0,Unfurnished,28.04,15.314148074273
Nagpur,Budget,2,2,910.5,13,0,Unfurnished,12.19,14.958363949334826
Bangalore,Budget,2,3,836.1,12,0,Unfurnished,19.05,15.542120474968836
Nagpur,Mid,2,2,910.2,5,1,Fully-Furnished,15.96,15.380026624628472
Pune,Premium,4,4,1954.6,8,1,Unfurnished,7.77,16.928953375658313
Pune,Mid,1,1,547.0,2,1,Unfurnished,21.29,15.011565599370593
Nagpur,Premium,2,2,945.1,4,1,Semi-Furnished,9.54,15.646788612643919
Pune,Premium,4,4,2163.1,7,0,Semi-Furnished,16.46,16.830679068172177
Bangalore,Mid,3,2,1263.4,9,1,Fully-Furnished,14.67,16.209197259866112
